Application_ID,Applicant_Age,Business_Type,Business_Age,Monthly_Business_Revenue,Monthly_Business_Expenses,Monthly_Business_Profit,Existing_Business_EMI,Loan_Amount,Loan_Tenure,Number_of_Employees,Business_Registration,GST_Registration,Annual_Turnover,Business_Location_Type,Loan_Purpose,Collateral_Available,Loan_Approval
BL100670,29,Transport,8.4,96200,59400,38100,12500,1055000,2,0,Registered,Yes,1140000,Urban,Equipment Purchase,Yes,Rejected
BL100671,32,Manufacturing,0.9,73100,48300,26700,0,481000,5,2,Unregistered,Not Applicable,933000,Rural,Equipment Purchase,Yes,Rejected
BL100672,45,Transport,5.8,402500,236300,164500,35400,2164000,3,4,Registered,Yes,4767000,Urban,Business Expansion,No,Approved
BL100673,52,Education,16.8,321200,248800,71100,25300,1186000,5,1,Registered,Yes,3720000,Urban,Working Capital,Yes,Approved
BL100674,45,Education,11.0,253100,152100,95500,17300,2801000,7,2,Registered,No,3013000,Urban,Business Expansion,Yes,Approved
BL100675,37,Transport,1.8,361800,303700,64300,12700,1532000,3,5,Registered,Yes,4184000,Semi Urban,New Branch,Yes,Rejected
BL100676,34,Manufacturing,14.0,122900,77300,41800,14400,799000,5,1,Registered,No,1371000,Semi Urban,Inventory,No,Rejected
BL100677,41,Retail,5.7,339200,329000,11500,1800,100000,3,4,Registered,Yes,4118000,Semi Urban,Business Expansion,Yes,Rejected
BL100678,31,IT Services,5.2,245000,204800,42700,8000,965000,3,2,Registered,No,2674000,Semi Urban,Business Expansion,Yes,Rejected
BL100679,48,IT Services,4.8,153500,103300,46100,14700,569000,5,2,Registered,No,1663000,Semi Urban,Inventory,Yes,Rejected
BL100680,43,Transport,4.5,49900,34400,16700,800,497000,2,2,Registered,Yes,597000,Rural,New Branch,No,Rejected
BL100681,31,Retail,2.5,84300,72300,8700,800,160000,1,0,Registered,Yes,1048000,Semi Urban,Equipment Purchase,No,Rejected
BL100682,53,Retail,4.3,557800,402900,140100,0,2906000,5,2,Registered,No,7216000,Urban,New Branch,Yes,Approved
BL100683,29,Construction,5.5,546500,414200,131900,66100,3955000,5,1,Registered,Yes,6263000,Urban,Working Capital,No,Rejected
BL100684,40,Transport,0.8,84900,81100,5000,1100,120000,5,0,Registered,Yes,1028000,Urban,Business Expansion,No,Approved
BL100685,48,Restaurant,3.4,60000,42400,16000,5700,283000,2,1,Registered,Yes,780000,Rural,Technology Upgrade,No,Rejected
BL100686,47,Construction,9.9,434400,176700,260600,5500,5010000,3,6,Registered,No,4788000,Urban,Business Expansion,No,Approved
BL100687,34,IT Services,5.5,189400,133000,59500,23000,1649000,3,5,Registered,Yes,2190000,Rural,Working Capital,No,Rejected
BL100688,36,Healthcare,11.1,129000,107400,20600,3200,587000,10,0,Registered,Yes,1447000,Rural,Working Capital,No,Rejected
BL100689,31,Healthcare,1.4,94800,68300,26700,10900,470000,5,0,Unregistered,No,1166000,Urban,Equipment Purchase,Yes,Rejected
BL100690,42,Construction,1.3,94400,50000,46600,7900,668000,3,0,Registered,Yes,1243000,Urban,Working Capital,Yes,Rejected
BL100691,47,Other Services,7.3,434800,290900,157200,5900,3892000,3,2,Registered,Yes,5379000,Semi Urban,Working Capital,No,Approved
BL100692,23,Retail,3.0,230900,201600,26900,9800,264000,3,1,Registered,Yes,2984000,Semi Urban,Working Capital,No,Rejected
BL100693,45,Retail,3.3,67800,33600,33100,6900,514000,2,0,Registered,Yes,846000,Semi Urban,Working Capital,Yes,Approved
BL100694,36,Healthcare,4.3,130500,59500,70600,1700,460000,5,1,Registered,Yes,1606000,Urban,Technology Upgrade,No,Rejected
BL100695,39,Construction,3.5,513800,293500,209200,0,5465000,3,1,Registered,No,5962000,Urban,Technology Upgrade,Yes,Approved
BL100696,30,IT Services,4.7,238200,197500,46700,12200,335000,1,1,Registered,Yes,2982000,Semi Urban,Equipment Purchase,Yes,Approved
BL100697,34,Wholesale,8.2,86000,35600,51200,10000,978000,3,0,Registered,Yes,951000,Rural,Business Expansion,Yes,Approved
BL100698,58,Manufacturing,27.5,134600,93600,41000,9500,1224000,5,0,Registered,Yes,1462000,Rural,Inventory,No,Rejected
BL100699,37,Restaurant,3.5,186100,138600,51700,12200,715000,2,2,Registered,Yes,2314000,Semi Urban,Working Capital,No,Approved
BL100700,40,Retail,13.0,351400,239000,117800,21000,2978000,5,6,Registered,Yes,4561000,Urban,Business Expansion,Yes,Approved
BL100701,32,Retail,0.5,187400,91400,99700,25600,921000,3,0,Registered,Yes,2344000,Urban,New Branch,No,Approved
BL100702,63,Transport,5.1,454200,316600,142600,43900,1298000,1,4,Registered,No,5149000,Urban,Business Expansion,No,Approved
BL100703,44,Wholesale,6.3,232700,125300,114000,20300,1303000,10,5,Registered,No,2982000,Semi Urban,Business Expansion,No,Approved
BL100704,40,Construction,3.4,50300,35200,13700,3800,346000,2,1,Registered,Yes,607000,Semi Urban,Working Capital,Yes,Rejected
BL100705,48,IT Services,4.8,274000,154600,122300,35000,2573000,1,0,Registered,Yes,3070000,Urban,Business Expansion,No,Approved
BL100706,43,Healthcare,5.7,178200,128900,54900,19800,1425000,3,1,Registered,Yes,2191000,Urban,Inventory,No,Rejected
BL100707,38,Restaurant,2.5,146800,98900,47000,0,604000,2,1,Registered,Yes,1628000,Semi Urban,Technology Upgrade,Yes,Rejected
BL100708,39,Restaurant,7.6,251900,129900,119100,16100,1214000,1,2,Registered,No,2862000,Urban,Working Capital,Yes,Rejected
BL100709,26,Wholesale,6.0,171200,128700,41200,11600,788000,5,0,Registered,Yes,2151000,Rural,New Branch,Yes,Approved
BL100710,37,Wholesale,5.3,224300,148200,76100,39100,520000,2,1,Registered,Yes,2942000,Urban,Inventory,No,Approved
BL100711,35,Construction,5.0,145200,104700,43600,16400,772000,10,5,Registered,Yes,1690000,Rural,Business Expansion,Yes,Approved
BL100712,43,IT Services,9.9,141800,100000,41800,15900,1213000,7,2,Registered,Yes,1598000,Urban,New Branch,Yes,Approved
BL100713,38,Other Services,9.1,386300,313000,82000,49100,1769000,7,2,Registered,Yes,4312000,Semi Urban,Inventory,No,Rejected
BL100714,46,IT Services,3.5,212900,160700,54300,10200,985000,5,0,Registered,Yes,2588000,Rural,Working Capital,No,Approved
BL100715,41,Retail,13.2,254200,186200,72800,37200,780000,3,1,Registered,Yes,2752000,Urban,Equipment Purchase,Yes,Approved
BL100716,32,Wholesale,7.2,140600,60800,79900,24200,1360000,5,0,Registered,Yes,1763000,Semi Urban,Business Expansion,No,Rejected
BL100717,53,Construction,4.9,376400,234500,140100,7400,2691000,5,5,Registered,No,4608000,Urban,Business Expansion,No,Approved
BL100718,37,IT Services,13.3,224900,78700,134900,0,2434000,7,0,Registered,Yes,2801000,Urban,Working Capital,Yes,Approved
BL100719,45,Restaurant,1.2,162300,78700,75700,12600,1446000,2,1,Registered,Yes,1893000,Urban,Inventory,No,Rejected
BL100720,28,Wholesale,3.3,425100,346800,75000,22400,2190000,2,0,Registered,No,4699000,Urban,Business Expansion,No,Rejected
BL100721,47,Transport,13.8,162300,98000,56100,9000,597000,5,1,Registered,Yes,2129000,Urban,Working Capital,No,Rejected
BL100722,25,Transport,5.0,221500,180000,41100,8900,639000,2,1,Registered,Yes,2836000,Rural,Equipment Purchase,No,Rejected
BL100723,57,IT Services,8.2,96600,54200,43700,21300,418000,10,0,Registered,Yes,1169000,Rural,Equipment Purchase,Yes,Rejected
BL100724,46,IT Services,5.6,136600,88200,48500,10000,770000,2,0,Registered,Yes,1535000,Urban,Inventory,No,Rejected
BL100725,38,Healthcare,2.9,316800,216400,82500,40800,685000,5,0,Registered,Yes,4153000,Semi Urban,Business Expansion,No,Approved
BL100726,45,Manufacturing,5.4,192900,166800,24500,7700,356000,5,2,Registered,Yes,2229000,Semi Urban,Technology Upgrade,Yes,Approved
BL100727,29,IT Services,9.0,210100,166900,45400,16300,694000,2,3,Registered,Yes,2717000,Urban,Working Capital,No,Approved
BL100728,38,Transport,5.5,188400,112900,80200,13300,1881000,5,2,Registered,Yes,2133000,Urban,Inventory,Yes,Rejected
BL100729,47,IT Services,9.5,193000,115800,79100,14900,2210000,10,2,Registered,Yes,2217000,Semi Urban,New Branch,No,Approved
BL100730,45,IT Services,7.7,143800,99100,44600,9000,809000,10,2,Registered,No,1669000,Urban,Working Capital,No,Rejected
BL100731,40,Retail,3.2,149900,145400,5800,1100,143000,2,1,Registered,No,1766000,Urban,Technology Upgrade,Yes,Rejected
BL100732,43,Wholesale,7.7,166600,112600,60100,17900,946000,2,1,Registered,No,2162000,Urban,Equipment Purchase,Yes,Rejected
BL100733,50,Other Services,10.5,167000,93400,73600,29000,941000,3,1,Registered,Yes,2178000,Semi Urban,Working Capital,Yes,Rejected
BL100734,47,Education,2.4,262300,148400,106000,60400,1018000,1,1,Registered,Yes,2881000,Urban,Equipment Purchase,No,Approved
BL100735,23,Healthcare,3.0,257200,165300,89400,8500,1382000,2,0,Registered,Yes,3297000,Urban,Working Capital,Yes,Rejected
BL100736,40,IT Services,5.1,438300,310400,121200,24200,2932000,3,0,Registered,Yes,5147000,Urban,Inventory,Yes,Approved
BL100737,40,Healthcare,6.9,301200,165400,128700,44900,2627000,1,1,Registered,Yes,3688000,Urban,Inventory,No,Rejected
BL100738,29,Education,9.0,116800,92300,22800,4800,256000,1,2,Registered,Yes,1305000,Semi Urban,Working Capital,Yes,Rejected
BL100739,30,Manufacturing,3.1,133000,77400,62900,400,1506000,10,1,Registered,Yes,1474000,Semi Urban,Inventory,Yes,Rejected
BL100740,53,IT Services,4.9,347400,290400,49700,15900,404000,5,2,Registered,Yes,4146000,Rural,Business Expansion,Yes,Approved
BL100741,33,Education,3.2,295400,207100,85200,6800,830000,3,2,Registered,Yes,3683000,Urban,Working Capital,Yes,Approved
BL100742,36,Healthcare,1.2,370800,231400,159900,36700,1656000,2,3,Registered,Yes,4820000,Urban,Equipment Purchase,No,Approved
BL100743,33,Education,8.9,198300,69400,119000,54500,2666000,3,1,Registered,No,2611000,Urban,Working Capital,Yes,Rejected
BL100744,44,Other Services,17.0,170100,105700,65500,20000,839000,5,1,Registered,No,2175000,Urban,Inventory,No,Approved
BL100745,43,Restaurant,9.5,244100,163500,83100,24500,2258000,2,1,Registered,Yes,3117000,Rural,Business Expansion,No,Rejected
BL100746,57,Wholesale,2.7,87200,58900,28600,12100,235000,5,1,Registered,No,967000,Urban,Inventory,No,Rejected
BL100747,35,Retail,2.7,176600,131800,43000,7800,1225000,3,2,Registered,Yes,2088000,Semi Urban,Working Capital,No,Rejected
BL100748,45,Wholesale,4.8,644100,398900,248900,62600,1523000,5,6,Registered,Yes,8053000,Urban,Working Capital,Yes,Approved
BL100749,23,Retail,3.0,163100,122000,42800,7400,1199000,3,2,Registered,No,1966000,Rural,Equipment Purchase,No,Rejected
BL100750,27,IT Services,2.9,196900,108700,81400,25900,744000,3,1,Registered,No,2232000,Urban,Business Expansion,No,Rejected
BL100751,52,Wholesale,11.0,176000,141000,33300,0,218000,2,0,Registered,No,1987000,Semi Urban,Equipment Purchase,Yes,Approved
BL100752,50,Construction,11.4,489800,393200,79600,5300,991000,2,1,Registered,No,5929000,Urban,New Branch,No,Rejected
BL100753,44,Manufacturing,4.3,97700,69800,26100,5300,367000,3,0,Registered,Yes,1260000,Urban,Technology Upgrade,No,Rejected
BL100754,50,Education,11.3,298000,230000,70900,20600,1677000,3,5,Registered,No,3417000,Urban,Inventory,Yes,Approved
BL100755,30,Retail,10.0,156400,99000,55900,27100,1540000,5,1,Registered,Yes,1792000,Urban,Inventory,Yes,Rejected
BL100756,55,Transport,2.5,134600,87400,46400,3100,708000,2,1,Registered,No,1760000,Semi Urban,Technology Upgrade,Yes,Approved
BL100757,31,Education,5.5,72700,46700,22000,4200,265000,5,0,Registered,Yes,833000,Semi Urban,Technology Upgrade,Yes,Rejected
BL100758,43,Education,1.5,556100,468100,72500,17300,923000,3,0,Unregistered,No,6125000,Semi Urban,Equipment Purchase,Yes,Approved
BL100759,65,Wholesale,3.1,306800,214400,85000,2300,2297000,1,4,Registered,No,3611000,Semi Urban,Business Expansion,No,Approved
BL100760,32,Retail,12.0,89700,51400,35100,3100,256000,1,0,Registered,Yes,1123000,Semi Urban,Equipment Purchase,Yes,Approved
BL100761,52,Retail,16.5,93400,62100,31600,0,519000,3,1,Registered,Yes,1231000,Semi Urban,Working Capital,Yes,Rejected
BL100762,49,Construction,7.8,134900,82500,52500,14900,593000,5,0,Registered,No,1573000,Semi Urban,Technology Upgrade,Yes,Rejected
BL100763,35,Retail,11.4,268200,186700,85800,6800,1250000,7,2,Registered,Yes,2905000,Semi Urban,Inventory,Yes,Approved
BL100764,59,Retail,3.7,184100,120000,68800,26400,844000,2,1,Registered,Yes,2153000,Rural,Equipment Purchase,No,Approved
BL100765,32,IT Services,3.6,114900,57100,61000,16000,1509000,7,0,Registered,Yes,1393000,Urban,Working Capital,No,Rejected
BL100766,40,Manufacturing,8.6,189400,101100,89600,15300,1080000,2,0,Registered,Yes,2148000,Rural,Working Capital,Yes,Approved
BL100767,46,Healthcare,4.9,425400,265800,161200,14100,4452000,5,3,Registered,No,5238000,Rural,Working Capital,No,Approved
BL100768,39,Wholesale,0.8,284100,242200,43500,11200,999000,2,0,Registered,No,3194000,Semi Urban,Working Capital,Yes,Approved
BL100769,65,Education,4.7,67200,29300,36500,5900,475000,5,1,Registered,Yes,882000,Rural,Working Capital,No,Rejected
BL100770,29,IT Services,9.0,105700,76700,29600,8300,224000,2,2,Registered,Yes,1181000,Urban,Equipment Purchase,No,Approved
BL100771,55,Other Services,5.5,183800,162200,19700,7400,200000,3,2,Registered,No,2306000,Semi Urban,Business Expansion,No,Approved
BL100772,23,Other Services,3.0,215400,173500,36600,3200,677000,5,1,Registered,Yes,2714000,Urban,Working Capital,No,Rejected
BL100773,23,Wholesale,1.1,436000,295000,125300,16900,3235000,3,6,Registered,No,5284000,Semi Urban,New Branch,No,Approved
BL100774,40,Manufacturing,5.9,197600,128500,59500,23300,905000,1,2,Registered,Yes,2260000,Urban,Business Expansion,Yes,Approved
BL100775,47,Retail,4.3,274700,209700,63600,26000,993000,5,1,Registered,No,3236000,Semi Urban,Business Expansion,Yes,Approved
BL100776,53,Education,1.8,53500,46900,5900,300,165000,5,1,Registered,Yes,674000,Semi Urban,Equipment Purchase,No,Rejected
BL100777,54,Wholesale,5.6,156600,121100,33100,2500,538000,5,1,Registered,Yes,1841000,Urban,Working Capital,Yes,Rejected
BL100778,42,Manufacturing,4.6,302300,212900,82400,6000,831000,7,1,Registered,Yes,3565000,Semi Urban,Equipment Purchase,Yes,Approved
BL100779,44,Restaurant,15.1,617300,516900,93400,22000,970000,2,4,Registered,Yes,7455000,Urban,Business Expansion,No,Approved
BL100780,42,Other Services,13.0,89000,62600,24400,0,644000,5,0,Registered,No,1097000,Semi Urban,Technology Upgrade,No,Rejected
BL100781,54,Other Services,4.9,179300,124100,55500,11400,972000,3,1,Registered,Yes,2286000,Semi Urban,Inventory,No,Approved
BL100782,29,Manufacturing,5.2,69100,52700,17400,3400,432000,2,0,Registered,Yes,896000,Rural,Working Capital,No,Rejected
BL100783,34,Wholesale,3.4,175900,105000,69200,7500,1366000,5,0,Registered,Yes,1911000,Semi Urban,New Branch,Yes,Rejected
BL100784,48,Healthcare,2.2,371400,360300,19200,4100,212000,3,1,Registered,Yes,4714000,Urban,Inventory,No,Rejected
BL100785,49,Construction,6.6,345900,242300,98200,20900,1176000,7,3,Registered,No,4295000,Urban,Business Expansion,Yes,Approved
BL100786,52,Transport,1.0,193100,126700,58900,8600,547000,2,1,Unregistered,No,2524000,Rural,Technology Upgrade,Yes,Approved
BL100787,39,Healthcare,4.1,170200,134400,40400,18300,340000,2,1,Registered,Yes,1984000,Urban,Business Expansion,Yes,Approved
BL100788,36,Healthcare,2.1,946500,778500,129300,18000,2673000,3,6,Registered,Yes,12300000,Semi Urban,Technology Upgrade,No,Approved
BL100789,46,Transport,8.0,174400,103100,69300,14300,1731000,5,1,Registered,Yes,1930000,Semi Urban,Business Expansion,No,Approved
BL100790,30,IT Services,10.0,142800,65400,79600,8700,1787000,3,0,Registered,Yes,1680000,Urban,Business Expansion,No,Approved
BL100791,55,Healthcare,5.4,141700,90300,54900,19000,1520000,3,0,Registered,Yes,1674000,Urban,Equipment Purchase,Yes,Rejected
BL100792,35,Construction,4.6,82400,59100,23000,700,638000,5,0,Registered,Yes,902000,Semi Urban,Working Capital,Yes,Rejected
BL100793,38,Manufacturing,11.0,258500,150900,104600,23300,3002000,3,3,Registered,No,3024000,Semi Urban,Working Capital,Yes,Approved
BL100794,47,Wholesale,3.4,293200,198400,107100,6800,2620000,5,2,Registered,Yes,3382000,Urban,New Branch,Yes,Rejected
BL100795,33,Wholesale,10.7,287100,190400,102000,0,1782000,5,4,Registered,Yes,3681000,Semi Urban,Business Expansion,Yes,Approved
BL100796,30,Other Services,7.4,316200,147800,175200,17500,2514000,10,1,Registered,Yes,3825000,Urban,Working Capital,Yes,Approved
BL100797,50,IT Services,5.6,138900,106400,33800,3500,267000,2,0,Registered,Yes,1523000,Semi Urban,Working Capital,No,Rejected
BL100798,31,Manufacturing,11.0,180000,143400,38800,10900,1104000,5,1,Registered,No,2130000,Urban,Business Expansion,No,Rejected
BL100799,42,Manufacturing,10.8,396400,279700,118700,8700,1525000,5,3,Registered,Yes,4547000,Semi Urban,Business Expansion,Yes,Approved
BL100800,40,Other Services,1.7,149800,109400,40000,0,388000,2,0,Registered,Yes,1689000,Semi Urban,Working Capital,Yes,Approved
BL100801,23,Wholesale,3.0,141800,84400,52100,0,419000,10,0,Registered,No,1691000,Urban,Business Expansion,No,Approved
BL100802,31,Manufacturing,2.3,360800,239700,111400,25000,1322000,5,4,Registered,No,4175000,Urban,Business Expansion,No,Rejected
BL100803,43,IT Services,4.7,123200,94600,30300,8200,803000,2,1,Registered,No,1471000,Semi Urban,Equipment Purchase,Yes,Rejected
BL100804,51,Retail,12.1,100000,50200,52200,11800,1502000,10,0,Registered,No,1189000,Semi Urban,Business Expansion,Yes,Rejected
BL100805,33,Retail,9.7,105800,57900,48300,6600,580000,2,1,Registered,Yes,1208000,Semi Urban,Technology Upgrade,Yes,Approved
BL100806,32,Restaurant,1.9,1005100,497200,485700,120200,12695000,2,4,Registered,Yes,11312000,Urban,Working Capital,Yes,Approved
BL100807,46,Construction,3.6,363400,326700,38200,0,768000,1,3,Registered,Yes,4472000,Urban,Equipment Purchase,No,Approved
BL100808,47,Construction,4.3,288400,185700,104900,0,1358000,2,2,Registered,Yes,3554000,Semi Urban,Inventory,Yes,Approved
BL100809,48,Retail,7.3,113100,98000,10800,0,141000,1,1,Registered,Yes,1282000,Semi Urban,Inventory,Yes,Approved
BL100810,42,Construction,7.9,268000,179700,96300,16700,1500000,10,0,Registered,Yes,2968000,Rural,Business Expansion,Yes,Approved
BL100811,35,Construction,1.0,549100,501400,57200,18100,540000,7,6,Registered,Yes,6945000,Semi Urban,Working Capital,Yes,Approved
BL100812,47,Manufacturing,12.7,246800,207400,34200,1700,739000,5,3,Registered,Yes,3127000,Urban,Inventory,No,Approved
BL100813,39,Retail,4.5,102300,60500,41600,2700,283000,3,0,Registered,Yes,1238000,Rural,Technology Upgrade,Yes,Approved
BL100814,46,Construction,11.5,273800,190200,81800,24100,2239000,5,2,Registered,Yes,3313000,Rural,Inventory,Yes,Approved
BL100815,35,Wholesale,1.8,180500,99200,85900,11800,2077000,3,0,Registered,Yes,2010000,Urban,Working Capital,No,Rejected
BL100816,38,IT Services,1.4,215800,165300,48000,10900,684000,10,3,Unregistered,No,2769000,Semi Urban,Equipment Purchase,Yes,Approved
BL100817,45,Wholesale,7.6,111300,91300,17300,3700,309000,1,0,Registered,Yes,1300000,Urban,Inventory,No,Rejected
BL100818,23,Healthcare,3.0,125800,116300,9200,100,147000,1,1,Registered,Yes,1427000,Rural,Working Capital,Yes,Rejected
BL100819,52,Retail,4.9,149700,128600,18000,8400,519000,3,2,Registered,Yes,1770000,Rural,New Branch,Yes,Rejected
BL100820,40,Wholesale,4.6,124600,91700,35300,2400,628000,7,1,Registered,Yes,1389000,Urban,Working Capital,Yes,Rejected
BL100821,23,Manufacturing,3.0,191900,139300,52200,25300,1500000,5,1,Registered,Yes,2194000,Urban,Technology Upgrade,No,Rejected
BL100822,42,Restaurant,6.8,131900,85500,43300,12200,1071000,3,1,Registered,Yes,1554000,Urban,Inventory,No,Approved
BL100823,36,Healthcare,8.7,530800,486800,36200,8700,891000,1,3,Registered,Yes,6018000,Rural,New Branch,Yes,Rejected
BL100824,31,Transport,11.0,267000,151600,112900,0,2599000,5,0,Registered,Yes,3048000,Semi Urban,Technology Upgrade,No,Approved
BL100825,58,Education,20.4,313300,170800,140500,35300,3124000,5,2,Registered,Yes,3756000,Urban,Business Expansion,No,Approved
BL100826,48,Restaurant,11.6,182900,98300,78500,14800,1218000,1,0,Registered,Yes,2288000,Semi Urban,Inventory,Yes,Approved
BL100827,39,Wholesale,10.0,59700,48900,9400,1600,100000,7,0,Registered,Yes,712000,Semi Urban,Working Capital,No,Rejected
